Measure,Time,Band,Cluster,Normative_Mean,Normative_Std,diff,tCI_5,tCI_95,corr,cor_5,corr_95,cv,cv_5,cv_95,ICC,ICC_5,ICC_95,SEM
SNR,120 - 180,BroadBand,Temporal Left,4.1321390967246225,2.475776021603659,-0.3283276687771538,-1.0,0.34,0.4260944934998981,0.19,0.62,31.155445199485293,26.20636286397233,36.10452753499825,0.4115378484225127,0.17,0.61,1.7890002747251634
SNR,120 - 180,BroadBand,Temporal Right,4.195132506018717,2.447763374979311,0.3404214818288988,-0.11,0.79,0.709507821896011,0.55,0.82,22.056929436447582,18.533093800392894,25.580765072502277,0.7023117598170507,0.54,0.81,1.2165439502407511
ERSP,15 - 120,12 - 25,Anterior-Frontal Left,0.13595506915127792,0.09633419546857594,0.015048437222375,-0.0,0.03,0.7583923116871273,0.62,0.85,32.6418614230131,27.45993783385187,37.82378501217432,0.7502611711031625,0.61,0.84,0.0471160694337831
ERSP,15 - 120,12 - 25,Anterior-Frontal Midline,0.15911080409745748,0.10571332847497907,0.0190022913096748,-0.0,0.04,0.7558290084805044,0.62,0.85,28.24718457744091,23.753669826870983,32.740699328010834,0.745562212184011,0.6,0.84,0.0522591717063024
ERSP,15 - 120,12 - 25,Anterior-Frontal Right,0.1446812854321878,0.09988210903606194,0.0106565782031429,-0.01,0.03,0.7530852064376812,0.61,0.85,-29.682754949003897,-25.10177257716439,-34.26373732084339,0.7517128159509144,0.61,0.85,0.0488408814273201
ERSP,15 - 120,12 - 25,Centro-Parietal Left,0.2879274856235811,0.1750707090944948,0.0337366634820605,0.01,0.06,0.7558492101860546,0.62,0.85,23.00008149253328,19.328504797383623,26.67165818768293,0.734020961390286,0.58,0.84,0.0781853248574378
ERSP,15 - 120,12 - 25,Centro-Parietal Midline,0.1422830869960157,0.09674562641154924,0.0171103462909828,-0.0,0.04,0.5809586206992383,0.38,0.73,49.67762846853863,41.82711899276365,57.5281379443136,0.5727970781800098,0.37,0.72,0.0559622189911215
ERSP,15 - 120,12 - 25,Centro-Parietal Right,0.11153825326267226,0.08622001449128718,0.0167806765964163,-0.0,0.04,0.5554368802360712,0.34,0.71,44.193716529542215,37.20224028454167,51.18519277454275,0.5432973134339886,0.33,0.7,0.0532897113210557
ERSP,15 - 120,12 - 25,Fronto-Central Left,0.17254396933488808,0.10688400312217416,0.0121593642443187,-0.0,0.03,0.8103504356187771,0.7,0.88,23.979751832158257,20.1547136324652,27.80479003185132,0.8053970298570856,0.69,0.88,0.0420076622569279
ERSP,15 - 120,12 - 25,Fronto-Central Midline,0.20568178571030785,0.11619556973027151,0.0212877833420218,0.0,0.04,0.7692754058666739,0.64,0.86,28.00600395191985,23.5502691974998,32.4617387063399,0.7556161070868215,0.61,0.85,0.0510761903291566
ERSP,15 - 120,12 - 25,Fronto-Central Right,0.1532593833595146,0.09579730787903254,0.0174889428499178,0.0,0.03,0.7613054772166232,0.62,0.85,50.50468510560043,42.52462046138511,58.484749749815755,0.7501439680898723,0.61,0.85,0.0450593658100206
ERSP,15 - 120,12 - 25,Occipital Midline,0.0988181563667728,0.06719584826533603,0.011434160678702,-0.0,0.03,0.685259753763097,0.52,0.8,64.31093789087124,54.16817806355454,74.45369771818793,0.6736332317804758,0.5,0.79,0.0396211548008813
ERSP,15 - 120,12 - 25,Parieto-Occipital Left,0.1440878102870074,0.10058301035345053,0.020408979378555,0.01,0.04,0.8219902470205619,0.71,0.89,39.78837154016707,33.4869752565146,46.089767823819514,0.8040505185626192,0.67,0.88,0.0422093564410475
ERSP,15 - 120,12 - 25,Parieto-Occipital Midline,0.07891161728533083,0.06406464444405555,0.0081369399975774,-0.01,0.02,0.5523449715858245,0.34,0.71,112.26043340329166,94.60657374391296,129.91429306267042,0.5510142303845394,0.34,0.71,0.0402020472974237
ERSP,15 - 120,12 - 25,Parieto-Occipital Right,0.06481136769187575,0.05996320427057768,0.0047235769760173,-0.01,0.02,0.4818220855554769,0.25,0.66,93.54283009745043,78.82100935828706,108.26465083661382,0.4841203655182111,0.26,0.66,0.0369587439047626
ERSP,15 - 120,12 - 25,Temporal Left,0.12349548743945164,0.07953692077509705,0.0103272231433795,-0.01,0.03,0.5512634102905747,0.34,0.71,37.37575028553019,31.45228162983032,43.29921894123007,0.5464833689194579,0.34,0.7,0.0532843600416083
ERSP,15 - 120,12 - 25,Temporal Right,0.10438003193457865,0.08385550559719712,0.0008979967899691,-0.01,0.02,0.7344517711254746,0.59,0.84,82.0404140439977,69.12040152750932,94.96042656048608,0.72523301578212,0.57,0.83,0.0378816270592895
GERSP,15 - 120,12 - 25,Global,0.14528020902502697,0.08315490108905811,0.0150608040981669,0.0,0.03,0.7955630701052219,0.67,0.87,22.518235581320997,18.922138152514172,26.114333010127822,0.7812228051786277,0.65,0.87,0.0353216610783022
GITC,15 - 120,12 - 25,Global,0.3372737952150448,0.10511308480494891,0.0113656091963583,-0.01,0.03,0.7077520318393099,0.55,0.82,12.90745678656358,10.816850045820177,14.998063527306982,0.7044732525879146,0.55,0.81,0.0544415306095259
GRSP,15 - 120,12 - 25,Global,46.80223085789474,6.141296169754407,0.6004477439102371,-0.23,1.43,0.8858057686159102,0.81,0.93,3.691478603401528,3.0445185881154355,4.33843861868762,0.8804662096141932,0.81,0.93,2.2339114199966676
ITC,15 - 120,12 - 25,Anterior-Frontal Left,0.32909930692682565,0.12262892901505772,0.0153452935601235,-0.01,0.04,0.7018428358690406,0.54,0.81,17.373297968241747,14.583134775626396,20.16346116085709,0.700269810493514,0.54,0.81,0.0693417933719594
ITC,15 - 120,12 - 25,Anterior-Frontal Midline,0.3552946404590213,0.1338865382041657,0.0185623371915481,-0.01,0.05,0.7029317163625081,0.54,0.81,17.008327576367112,14.275335559794838,19.741319592939384,0.6980590531397346,0.54,0.81,0.0709919497805828
ITC,15 - 120,12 - 25,Anterior-Frontal Right,0.34622538716871304,0.1357648398704951,0.00801331678629,-0.02,0.03,0.6876861574574167,0.52,0.8,17.802338601440244,14.94496788153964,20.65970932134084,0.6869380846406061,0.52,0.8,0.071210279538933
ITC,15 - 120,12 - 25,Centro-Parietal Left,0.46910166367393663,0.15937356052407692,0.0157191830325931,-0.01,0.05,0.7303945990528128,0.58,0.83,14.298450506469624,11.989950071864952,16.606950941074295,0.7205321976601178,0.57,0.83,0.0798849883827153
ITC,15 - 120,12 - 25,Centro-Parietal Midline,0.3291986926023777,0.1137462653295825,0.0234610003062013,-0.0,0.05,0.5532492443756611,0.34,0.71,17.4122420548171,14.615978424251152,20.20850568538304,0.5449679363755269,0.34,0.7,0.0750852090950928
ITC,15 - 120,12 - 25,Centro-Parietal Right,0.30766888817672455,0.12019658470413908,0.0107367740567123,-0.01,0.04,0.6650960370146501,0.49,0.79,17.382149622979192,14.590599853472858,20.173699392485524,0.6656675623260531,0.49,0.79,0.0658979682131763
ITC,15 - 120,12 - 25,Fronto-Central Left,0.3578216242543017,0.12283064375780602,0.0064016394312151,-0.02,0.03,0.72746467842484,0.58,0.83,12.19084761895072,10.21249488507412,14.16920035282732,0.7267269537778038,0.58,0.83,0.0591360554553677
ITC,15 - 120,12 - 25,Fronto-Central Midline,0.4050310727536983,0.12695892771823591,0.012604802771767,-0.01,0.04,0.6762481070697612,0.5,0.8,13.910262380770456,11.66257008887069,16.157954672670222,0.6761423433055493,0.51,0.8,0.0682939546544895
ITC,15 - 120,12 - 25,Fronto-Central Right,0.36129080252134116,0.12172592198856451,0.0088582893348376,-0.02,0.03,0.7264861834859555,0.57,0.83,13.976619402065324,11.718532543837432,16.234706260293216,0.7233857914215645,0.57,0.83,0.0633876879765325
ITC,15 - 120,12 - 25,Occipital Midline,0.2969836223288951,0.10780078392747865,0.0025276568819053,-0.03,0.03,0.510831956002363,0.29,0.68,19.76817075737167,16.602860164100473,22.93348135064286,0.5122538726228275,0.29,0.68,0.0781718953032247
ITC,15 - 120,12 - 25,Parieto-Occipital Left,0.34241927549793943,0.13077155689956416,0.0234640458540726,-0.0,0.05,0.669316304566513,0.5,0.79,18.4434275754889,15.485632789936426,21.401222361041373,0.6618180489672252,0.49,0.79,0.0764404266249903
ITC,15 - 120,12 - 25,Parieto-Occipital Midline,0.25165948588478393,0.10011779758427937,0.0176219420710591,-0.01,0.04,0.482075488435248,0.25,0.66,20.913920879714503,17.569133037318025,24.25870872211097,0.4785515866021544,0.25,0.65,0.0703107419848377
ITC,15 - 120,12 - 25,Parieto-Occipital Right,0.23336520012112402,0.09999315486906421,0.0055727479681801,-0.01,0.03,0.591854747647757,0.39,0.74,18.301401879870827,15.365854860788158,21.236948898953496,0.5937845064514273,0.4,0.74,0.0539855623598673
ITC,15 - 120,12 - 25,Temporal Left,0.322972857564072,0.11386431963250915,0.0090878974671415,-0.02,0.04,0.5744793383590664,0.37,0.73,18.84218523627607,15.821926631929168,21.862443840622973,0.5749092018148233,0.37,0.73,0.0781940448321733
ITC,15 - 120,12 - 25,Temporal Right,0.30198694584265584,0.12510633976413446,0.0044367040760457,-0.02,0.03,0.6620528251025312,0.49,0.79,19.398803961409513,16.291353223585638,22.506254699233384,0.656138407405125,0.48,0.78,0.0657661805448451
RSP,15 - 120,12 - 25,Anterior-Frontal Left,45.715593465473226,6.476416632441543,0.6030191785532505,-0.32,1.53,0.8759260384162912,0.8,0.93,4.446368784370669,3.6811581920783216,5.211579376663017,0.8741934180339186,0.8,0.92,2.4734035930100786
RSP,15 - 120,12 - 25,Anterior-Frontal Midline,45.859862623990225,6.640486326657346,0.7583957460336432,-0.13,1.65,0.8948462596490547,0.83,0.94,4.388641261541032,3.6324734585918734,5.1448090644901905,0.8910093335954755,0.82,0.93,2.4052025092002225
RSP,15 - 120,12 - 25,Anterior-Frontal Right,45.55755775953914,6.4479239000887105,0.5521769666459229,-0.34,1.44,0.8887967670198722,0.82,0.93,4.427821318235734,3.6655161135451233,5.190126522926346,0.886852794362088,0.82,0.93,2.3798772013333505
RSP,15 - 120,12 - 25,Centro-Parietal Left,48.236786773417414,7.236301657916281,0.2774933596863151,-0.93,1.49,0.8177504224434566,0.71,0.89,5.0375361033785255,4.179721476297734,5.895350730459315,0.8163025782846972,0.71,0.89,3.1950055498378034
RSP,15 - 120,12 - 25,Centro-Parietal Midline,44.85999328728556,6.748728195957593,1.1407581871371748,0.09,2.19,0.8492358301184821,0.76,0.91,5.133953635678562,4.2610355814829015,6.006871689874224,0.8385158018610283,0.74,0.9,2.8715959767386994
RSP,15 - 120,12 - 25,Centro-Parietal Right,48.03957462005209,6.361874147496489,0.5459059418253438,-0.47,1.56,0.8352822230453181,0.73,0.9,4.181560875744924,3.4578314005477986,4.90529035094205,0.8343514900564357,0.73,0.9,2.697993255488761
RSP,15 - 120,12 - 25,Fronto-Central Left,46.48341202395935,6.1619580105434055,0.6378212873637109,-0.24,1.52,0.8688420531899306,0.79,0.92,4.060570607510705,3.355793781839991,4.765347433181419,0.858192683543762,0.77,0.91,2.352896322266625
RSP,15 - 120,12 - 25,Fronto-Central Midline,45.615042095350844,6.3232882692627435,1.040188112338169,-0.02,2.1,0.8248461404323622,0.72,0.89,4.971570508285736,4.124089132158439,5.819051884413031,0.8141790568196429,0.7,0.89,2.8702507251993445
RSP,15 - 120,12 - 25,Fronto-Central Right,46.67526868744679,5.767941642168302,0.798713831795637,-0.14,1.74,0.8465186752161357,0.75,0.91,4.283273714812876,3.543611323528157,5.022936106097595,0.8353676055543579,0.74,0.9,2.5241886656530137
RSP,15 - 120,12 - 25,Occipital Midline,46.0094563207178,6.062590767179445,0.6804463950503078,-0.42,1.78,0.8132293389829046,0.7,0.89,4.676009055098871,3.8748262178335913,5.477191892364151,0.808658605036711,0.7,0.88,2.9326053580814984
RSP,15 - 120,12 - 25,Parieto-Occipital Left,48.054164309142344,7.313560600440068,1.033586747328832,0.05,2.02,0.8851030952104024,0.81,0.93,4.322103702990296,3.5763587468201368,5.067848659160456,0.876746366952605,0.8,0.93,2.678914578015207
RSP,15 - 120,12 - 25,Parieto-Occipital Midline,47.459490891825894,6.846621169731143,0.4262620617247084,-0.57,1.42,0.8575425252327463,0.77,0.91,4.636805996766615,3.84176416435882,5.4318478291744094,0.8557986404715978,0.77,0.91,2.6400966430985178
RSP,15 - 120,12 - 25,Parieto-Occipital Right,46.679833026943506,7.049582496662412,0.2854439124730524,-0.63,1.2,0.882863782760974,0.81,0.93,4.315832185188331,3.57106963760883,5.060594732767833,0.8808189300024033,0.81,0.93,2.417082024526114
RSP,15 - 120,12 - 25,Temporal Left,46.28842903038866,5.741605193921692,0.7019956452269676,-0.52,1.92,0.718162496770622,0.56,0.82,4.625153850826299,3.831937281238898,5.4183704204137,0.7166862066561763,0.56,0.82,3.250013679379764
RSP,15 - 120,12 - 25,Temporal Right,45.411233451500316,5.863868235643722,0.2710547220188573,-0.71,1.25,0.8300430159337528,0.73,0.9,4.60060077765619,3.8112303503856944,5.389971204926685,0.8215265371440537,0.71,0.89,2.589459710165722
ERSP,15 - 120,25 - 35,Anterior-Frontal Left,0.13869254393578478,0.07924536367031272,0.0118459144914278,-0.01,0.03,0.6723166998289175,0.5,0.79,31.35116615633809,26.371424902927505,36.33090740974867,0.6666304018844761,0.49,0.79,0.0496891950354858
ERSP,15 - 120,25 - 35,Anterior-Frontal Midline,0.15837888378489157,0.08307851579176403,0.0171968224626092,-0.0,0.04,0.6793143599884065,0.51,0.8,23.29967119842197,19.581164954472264,27.018177442371677,0.6686397612327784,0.5,0.79,0.0509693307061522
ERSP,15 - 120,25 - 35,Anterior-Frontal Right,0.13165231652677614,0.0698306140733559,-0.0011191863567906,-0.02,0.02,0.6536269139413153,0.47,0.78,28.337406051591223,23.82975846203944,32.84505364114301,0.652311788625668,0.47,0.78,0.0448923191836446
ERSP,15 - 120,25 - 35,Centro-Parietal Left,0.24325055086184522,0.11481489334049395,0.025085861890729,0.0,0.05,0.705861488731884,0.55,0.82,17.67570142598854,14.838167921414255,20.513234930562817,0.6844949834014054,0.51,0.8,0.0589102205679765
ERSP,15 - 120,25 - 35,Centro-Parietal Midline,0.18690091809792939,0.09596476732452787,0.0164513472444224,-0.0,0.04,0.721298750106585,0.57,0.83,23.11501776265906,19.425436752969414,26.804598772348708,0.7125794958627557,0.56,0.82,0.0518904800336469
ERSP,15 - 120,25 - 35,Centro-Parietal Right,0.12045495381031644,0.07107753506392382,0.0141276605688839,-0.0,0.03,0.5935837118092644,0.39,0.74,31.538177020442255,26.5291412508964,36.5472127899881,0.5772282459385373,0.38,0.73,0.0444586223762552
ERSP,15 - 120,25 - 35,Fronto-Central Left,0.1712354882087367,0.08678059208624306,0.0122884728644966,-0.01,0.03,0.7239811633259214,0.57,0.83,21.40715581451033,17.985104660032654,24.829206968988004,0.7185794552781201,0.57,0.82,0.0468358248194875
ERSP,15 - 120,25 - 35,Fronto-Central Midline,0.23403938939751767,0.11719027820773538,0.0239668722752594,-0.0,0.05,0.6839185521795125,0.52,0.8,25.774148040435435,21.668024734119047,29.880271346751822,0.6737979201738602,0.5,0.79,0.0687566918451488
ERSP,15 - 120,25 - 35,Fronto-Central Right,0.1434026893761664,0.07854132674001249,0.0088147376637297,-0.01,0.03,0.627194376453266,0.44,0.76,32.285139529499894,27.15909502156417,37.41118403743563,0.621786702802652,0.43,0.76,0.051590132026984
ERSP,15 - 120,25 - 35,Occipital Midline,0.11771205346618274,0.06647146240321698,0.0134594249741894,-0.0,0.03,0.6356082678121516,0.45,0.77,25.48396483458495,21.423297585844104,29.54463208332579,0.6260346064601329,0.44,0.76,0.046483364058561
ERSP,15 - 120,25 - 35,Parieto-Occipital Left,0.15467180688042592,0.08218217432027124,0.023844750179073,0.0,0.04,0.6891947614975105,0.52,0.81,23.420082089257097,19.682713952971195,27.157450225543005,0.6691723100586493,0.49,0.79,0.0523103171050236
ERSP,15 - 120,25 - 35,Parieto-Occipital Midline,0.11561487872461042,0.06359531274636057,0.0071339621981278,-0.01,0.02,0.6556376503893727,0.48,0.78,23.06929965782091,19.3868802093928,26.751719106249016,0.6556199819918722,0.48,0.78,0.0389943488961187
ERSP,15 - 120,25 - 35,Parieto-Occipital Right,0.08448653564042896,0.0506026113216521,0.0056026698113111,-0.01,0.02,0.5585891970799597,0.35,0.72,35.739383645622006,30.072245386370668,41.40652190487334,0.5593066090269462,0.35,0.71,0.0326464227190205
ERSP,15 - 120,25 - 35,Temporal Left,0.12052726260684839,0.06827774430961821,0.0066434865574521,-0.01,0.03,0.4675723591873671,0.24,0.65,32.632939482099985,27.452413479882647,37.81346548431733,0.4688179017925532,0.24,0.65,0.0529213859750016
ERSP,15 - 120,25 - 35,Temporal Right,0.09561556448207266,0.06324976921956821,-0.0016367723901676,-0.02,0.02,0.3907305829014033,0.14,0.59,44.19941971620144,37.20705008944786,51.19178934295503,0.3833027417732166,0.14,0.59,0.0449048875547695
GERSP,15 - 120,25 - 35,Global,0.14663905581594022,0.06518674842895346,0.0124090706786352,-0.0,0.03,0.6894011796781684,0.52,0.81,19.363864579693217,16.26188695855884,22.46584220082761,0.6798889061589765,0.51,0.8,0.0382300985162948
GITC,15 - 120,25 - 35,Global,0.3119315400953302,0.0809597131746346,0.0158784392074425,-0.0,0.04,0.5772476253740255,0.37,0.73,12.4521963519799,10.432904367256404,14.471488336703391,0.5684012691522708,0.37,0.72,0.0524555921623804
GRSP,15 - 120,25 - 35,Global,10.811975553505416,3.9335360042191656,-0.1805425147066811,-0.76,0.4,0.8281738141541423,0.72,0.9,10.536300720548116,8.817126249089553,12.25547519200668,0.813486453374373,0.7,0.89,1.522246257119561
ITC,15 - 120,25 - 35,Anterior-Frontal Left,0.3024499068551501,0.09974621105398648,0.0210513217531047,-0.0,0.05,0.6121874468191786,0.42,0.75,17.701979713969852,14.86032981896572,20.54362960897398,0.6027917395437408,0.41,0.74,0.0691816737533534
ITC,15 - 120,25 - 35,Anterior-Frontal Midline,0.31943697376433705,0.10189501146761229,0.0294035514552985,0.0,0.05,0.5861364830373079,0.38,0.73,16.487451076567595,13.836052314488596,19.13884983864659,0.5676580201553668,0.36,0.72,0.0691665872962598
ITC,15 - 120,25 - 35,Anterior-Frontal Right,0.29939499782985435,0.09656233376830002,0.0109935573872897,-0.01,0.04,0.557167998716588,0.35,0.71,18.076958409063,15.176569576690666,20.977347241435325,0.5566742905065248,0.35,0.71,0.0652510495077786
ITC,15 - 120,25 - 35,Centro-Parietal Left,0.3907575924222122,0.10648900138147337,0.0202395267315329,-0.0,0.04,0.5936143690120562,0.39,0.74,12.654497693683128,10.60351599966333,14.705479387702928,0.5757661044780599,0.37,0.73,0.0612420970947771
ITC,15 - 120,25 - 35,Centro-Parietal Midline,0.361269313321879,0.10446644428249384,0.0178214120996985,-0.01,0.04,0.6386709228760409,0.45,0.77,13.809659451847004,11.577726212977234,16.041592690716772,0.6320648667252158,0.45,0.76,0.0659252114248914
ITC,15 - 120,25 - 35,Centro-Parietal Right,0.2843068745657389,0.08911753033492195,0.010811962527547,-0.01,0.03,0.5640357483288321,0.36,0.72,16.521717171708648,13.864950760633368,19.17848358278392,0.5527441470610164,0.34,0.71,0.0587584578806067
ITC,15 - 120,25 - 35,Fronto-Central Left,0.3339573764769636,0.09575808640962029,0.0130676420776541,-0.01,0.04,0.5679786253230361,0.36,0.72,12.998515256431336,10.893644564619786,15.103385948242886,0.5644238892937855,0.36,0.72,0.0623654360186565
ITC,15 - 120,25 - 35,Fronto-Central Midline,0.4146657544153527,0.1186827284679125,0.013727653938448,-0.01,0.04,0.6018980368986843,0.4,0.75,12.2987783565842,10.303518697271794,14.294038015896607,0.6012700976306312,0.41,0.74,0.0748101037990224
ITC,15 - 120,25 - 35,Fronto-Central Right,0.31646588371925544,0.09714948750917671,0.0109931018610454,-0.01,0.04,0.5792400377532597,0.38,0.73,15.48016819917562,12.98655633704968,17.97378006130156,0.5739878451973722,0.37,0.72,0.0640061079789088
ITC,15 - 120,25 - 35,Occipital Midline,0.3036368125080679,0.1021029418372393,0.0218978118285581,-0.01,0.05,0.5057642441802749,0.28,0.68,17.82456613425043,14.963713558781311,20.685418709719553,0.4976321330659662,0.28,0.67,0.0735638041241881
ITC,15 - 120,25 - 35,Parieto-Occipital Left,0.31991149916829476,0.11114688274532564,0.0343530512535712,0.01,0.06,0.5684065456753621,0.36,0.72,18.65014564880707,15.659969290326838,21.64032200728729,0.5478532675223877,0.34,0.71,0.0789194727509432
ITC,15 - 120,25 - 35,Parieto-Occipital Midline,0.27070753400019226,0.09701313041829183,0.0187764394138419,-0.01,0.05,0.507125203575407,0.28,0.68,19.917201006198084,16.728545410753878,23.105856601642287,0.5007187585504658,0.28,0.67,0.0707214092255531
ITC,15 - 120,25 - 35,Parieto-Occipital Right,0.2379848027768747,0.08222294889388577,0.012383664383325,-0.01,0.03,0.3586891831679855,0.11,0.57,17.9937558290177,15.106400353478984,20.88111130455641,0.3576838992058857,0.11,0.56,0.0592692077787547
ITC,15 - 120,25 - 35,Temporal Left,0.29234268320484275,0.0919963803965332,0.0141325295145315,-0.01,0.04,0.5019016721739865,0.28,0.67,17.124931152374863,14.3736736443556,19.87618866039413,0.498918896131841,0.28,0.67,0.0682484748569818
ITC,15 - 120,25 - 35,Temporal Right,0.27074613890785837,0.09275775761436696,-0.0031572679143578,-0.03,0.02,0.4755926410888802,0.25,0.65,19.309186007029343,16.215773569189682,22.402598444869017,0.4786646643739249,0.25,0.66,0.0598340016809691
RSP,15 - 120,25 - 35,Anterior-Frontal Left,11.897912844175963,4.876985020703019,-0.9458655994031178,-1.93,0.04,0.7091655136829305,0.55,0.82,15.811640526962956,13.266104828747194,18.35717622517872,0.6853340254804017,0.52,0.8,2.67456301641864
RSP,15 - 120,25 - 35,Anterior-Frontal Midline,11.000057327727665,4.287985514455352,-0.1807862907224114,-0.68,0.32,0.9074588863420008,0.85,0.94,9.408899755633495,7.866328209977216,10.95147130128978,0.8944068439358911,0.83,0.94,1.3206644676516204
RSP,15 - 120,25 - 35,Anterior-Frontal Right,11.232512288938523,4.414586821253018,-0.2819625210409694,-0.93,0.36,0.8469664713808404,0.75,0.91,12.06559224051494,10.106860268898297,14.024324212131589,0.8352921002857822,0.74,0.9,1.7107302797963833
RSP,15 - 120,25 - 35,Centro-Parietal Left,9.917256960118054,3.8630488596008563,-0.2404686381957196,-0.85,0.37,0.804045904516727,0.69,0.88,11.457451905081106,9.593982724501831,13.32092108566038,0.8013132008920788,0.69,0.88,1.619094822849144
RSP,15 - 120,25 - 35,Centro-Parietal Midline,11.981386069404927,5.059212079360816,-0.1039118639196172,-0.82,0.61,0.848251045373299,0.75,0.91,12.246177520622709,10.259157575324693,14.23319746592072,0.8447000115664441,0.75,0.91,1.8789284170280127
RSP,15 - 120,25 - 35,Centro-Parietal Right,11.281133255239203,4.315658538632803,-0.1626986618186554,-0.81,0.49,0.8142585243173903,0.7,0.89,10.921707420628165,9.142160505845416,12.70125433541091,0.8097346513740229,0.7,0.88,1.7192709398566273
RSP,15 - 120,25 - 35,Fronto-Central Left,12.513706113619333,4.3418939592484636,-0.1958629007303008,-0.96,0.57,0.7645004161565752,0.63,0.85,12.263653898616871,10.273896347460564,14.253411449773184,0.7435618568531007,0.6,0.84,2.0147236993675977
RSP,15 - 120,25 - 35,Fronto-Central Midline,13.273182395527229,4.745861174858342,0.4763223692820833,-0.29,1.24,0.8124790173996607,0.7,0.89,10.533201715192204,8.814512690730728,12.251890739653678,0.8103628744355916,0.7,0.88,2.047630426421883
RSP,15 - 120,25 - 35,Fronto-Central Right,12.229383472856124,4.183434302166877,0.2813895487335552,-0.41,0.98,0.7861721913152219,0.66,0.87,11.192119834540332,9.370213878958149,13.014025790122522,0.7850254393104075,0.66,0.87,1.8377233971386524
RSP,15 - 120,25 - 35,Occipital Midline,11.70869033990644,4.779619779611,0.2031259605602025,-0.63,1.04,0.7400063356545352,0.59,0.84,15.789966825274757,13.247826227161102,18.33210742338841,0.7410354302488776,0.6,0.84,2.2076546431438637
RSP,15 - 120,25 - 35,Parieto-Occipital Left,9.943536693579414,4.045085234545121,0.0471259495051429,-0.57,0.67,0.7911963379382526,0.67,0.87,12.497580901805314,10.471179605900774,14.523982197709854,0.7894328983878302,0.67,0.87,1.636900345125058
RSP,15 - 120,25 - 35,Parieto-Occipital Midline,8.95395429001574,4.007162787991847,-0.1367743340702485,-0.67,0.4,0.856443169101517,0.77,0.91,13.550794260482435,11.359411235428402,15.742177285536474,0.8537326465599983,0.76,0.91,1.4064231983820965
RSP,15 - 120,25 - 35,Parieto-Occipital Right,9.28456668562054,4.175526170143961,-0.3798782728401652,-1.07,0.31,0.7723053432959236,0.64,0.86,15.172789143173029,12.727327000898104,17.618251285447954,0.7579038445388132,0.62,0.85,1.82301345850636
RSP,15 - 120,25 - 35,Temporal Left,11.986918697223738,4.250085812019631,-0.4401117447014954,-1.27,0.39,0.6522100081223023,0.47,0.78,14.76831493746811,12.386212088259295,17.150417786676925,0.6423808134665595,0.46,0.77,2.2170591482449256
RSP,15 - 120,25 - 35,Temporal Right,11.13926554072493,4.153766316643066,0.0322953296461495,-0.7,0.76,0.6947908400795425,0.53,0.81,14.155348992204866,11.869264846828589,16.44143313758115,0.6851054472155078,0.52,0.8,1.9266074905869623
ERSP,15 - 120,35 - 45,Anterior-Frontal Left,0.12344949596095574,0.0679321545005659,0.011195844858844,-0.01,0.03,0.5536911844395493,0.34,0.71,25.986587858127063,21.84718669013695,30.12598902611717,0.550653170646954,0.34,0.71,0.0459183857525835
ERSP,15 - 120,35 - 45,Anterior-Frontal Midline,0.14246903712027958,0.0706977551818476,0.0119599685774646,-0.01,0.03,0.532975956807732,0.32,0.7,22.659258175032267,19.041070111722995,26.277446238341533,0.5257096710688173,0.31,0.69,0.0475696988151138
ERSP,15 - 120,35 - 45,Anterior-Frontal Right,0.11774142891393555,0.06624958227081151,0.0007614664380442,-0.02,0.02,0.5631808634876838,0.35,0.72,27.352744915204724,22.999340618874548,31.7061492115349,0.567442828319221,0.36,0.72,0.0452069078954443
ERSP,15 - 120,35 - 45,Centro-Parietal Left,0.20653750736883605,0.09399661138592043,0.0199740540684973,0.0,0.04,0.6203552162112304,0.43,0.76,16.365697900181004,13.733371294189109,18.998024506172907,0.6056261245077293,0.41,0.75,0.0505892708767327
ERSP,15 - 120,35 - 45,Centro-Parietal Midline,0.19230056550320862,0.09151056899533562,0.0144496904214608,-0.0,0.03,0.7576461071300156,0.62,0.85,19.9321824824684,16.741180097705648,23.123184867231146,0.7428536353340339,0.6,0.84,0.0459640902976047
ERSP,15 - 120,35 - 45,Centro-Parietal Right,0.11271528457907441,0.05445986158519906,0.008254485655656,-0.0,0.02,0.6261913914842403,0.44,0.76,24.71614947329728,20.775757480210142,28.65654146638442,0.615180472609899,0.43,0.75,0.0342275253755114
ERSP,15 - 120,35 - 45,Fronto-Central Left,0.14284064669181396,0.06523095207312869,0.0105420494259169,-0.0,0.03,0.6674933121876983,0.49,0.79,19.676183660346915,16.525282483934667,22.82708483675917,0.661863771887074,0.49,0.79,0.0387738612024684
ERSP,15 - 120,35 - 45,Fronto-Central Midline,0.20777155917537055,0.08953933391824438,0.0130980163500057,-0.01,0.03,0.6355228790140741,0.45,0.77,21.408881271254636,17.98655983076615,24.83120271174312,0.630658523012801,0.45,0.76,0.0561447749781295
ERSP,15 - 120,35 - 45,Fronto-Central Right,0.12381094256634492,0.0630321137714286,0.0032895971750679,-0.01,0.02,0.5681977969475144,0.36,0.72,26.49550350379491,22.2763827020556,30.714624305534233,0.568630934771253,0.36,0.72,0.0421860391027234
ERSP,15 - 120,35 - 45,Occipital Midline,0.09431733866974246,0.05053484835567868,0.0073993250350153,-0.01,0.02,0.582927840876938,0.38,0.73,25.634851624279825,21.55054855354281,29.719154695016837,0.5763924428094843,0.37,0.73,0.0372094920035442
