Measure,Time,Band,Cluster,Normative_Mean,Normative_Std,diff,tCI_5,tCI_95,corr,cor_5,corr_95,cv,cv_5,cv_95,ICC,ICC_5,ICC_95,SEM
RSP,180 - 300,12 - 25,Centro-Parietal Left,45.85661264938584,7.1053659642938,0.2732989771504374,-0.73,1.28,0.8688799034503927,0.79,0.92,4.506289005181486,3.731692146033574,5.280885864329399,0.8702764218972401,0.79,0.92,2.6557839572010504
RSP,180 - 300,12 - 25,Centro-Parietal Midline,44.20739982975653,7.282091010965558,0.7238394941192932,-0.31,1.76,0.8718192672116254,0.79,0.92,5.034790098547598,4.177405622320409,5.8921745747747885,0.8683126353263946,0.79,0.92,2.7605004133845736
RSP,180 - 300,12 - 25,Centro-Parietal Right,46.55525413480808,6.880468374064302,0.3652224740070346,-0.54,1.27,0.8897155569299308,0.82,0.93,4.182787327600394,3.4588657335451405,4.906708921655648,0.890086300290693,0.82,0.93,2.4038978981902326
RSP,180 - 300,12 - 25,Fronto-Central Left,44.16415472583967,6.021132593884536,0.4051584871264776,-0.5,1.31,0.8445119868833393,0.75,0.91,4.699724511356148,3.894826741168055,5.504622281544239,0.8443512462008357,0.75,0.91,2.4005729395137205
RSP,180 - 300,12 - 25,Fronto-Central Midline,42.59167701331842,6.5077974840752,0.6382997776736236,-0.29,1.57,0.8501023961310107,0.76,0.91,4.75268736722167,3.9394931740254577,5.565881560417883,0.847291579347721,0.75,0.91,2.492523178433901
RSP,180 - 300,12 - 25,Fronto-Central Right,44.39533727789894,6.172372010681134,0.1922697350016418,-0.6,0.98,0.8957236886001965,0.83,0.94,3.703743839805424,3.054862523489801,4.352625156121047,0.8953763061777718,0.83,0.94,2.079082491513284
RSP,180 - 300,12 - 25,Occipital Midline,44.80343609965865,6.724701365915683,0.661005252472945,-0.33,1.65,0.8582242845321911,0.77,0.91,4.652497513414239,3.8549976666561943,5.449997360172284,0.8543597295250152,0.77,0.91,2.6407511085945856
RSP,180 - 300,12 - 25,Parieto-Occipital Left,46.326569680493705,7.735495511135597,0.5193098226466393,-0.28,1.32,0.9309848182434904,0.89,0.96,3.8933530035727553,3.2147701577017,4.571935849443811,0.9300404667939732,0.88,0.96,2.131161978071892
RSP,180 - 300,12 - 25,Parieto-Occipital Midline,46.91552314271126,7.5058421439934415,0.4420805545213985,-0.43,1.32,0.9121684152393634,0.85,0.95,3.8227375668658623,3.155216351344031,4.490258782387695,0.9076922057175408,0.85,0.94,2.3224839504446084
RSP,180 - 300,12 - 25,Parieto-Occipital Right,46.36347272011972,7.588397659355294,0.3505585856183112,-0.47,1.17,0.9196502612878958,0.87,0.95,3.956628315590674,3.268133641025856,4.645122990155493,0.9159431603356616,0.86,0.95,2.1688412472198753
RSP,180 - 300,12 - 25,Temporal Left,44.263229033753184,5.839024733795227,0.1109554955810342,-0.96,1.18,0.7970289196648112,0.68,0.88,5.174996529718248,4.295649267639702,6.054343791796794,0.7986223656224942,0.68,0.88,2.8175116093775863
RSP,180 - 300,12 - 25,Temporal Right,44.93824306113375,6.03862808962219,0.2568907581749063,-0.69,1.21,0.8456659104115883,0.75,0.91,4.574791751481748,3.789464206625194,5.360119296338301,0.8472833543653349,0.75,0.91,2.506478072566235
ERSP,180 - 300,25 - 35,Anterior-Frontal Left,-0.008334184362465602,0.04013187829642255,0.0041548621826626,-0.01,0.02,0.5116515783291345,0.29,0.68,-1878.871960652276,-1584.622764173555,-2173.121157130997,0.508016790040437,0.29,0.68,0.0295899795504461
ERSP,180 - 300,25 - 35,Anterior-Frontal Midline,-0.008637901613711033,0.04285311852587423,0.0070721535036174,-0.0,0.02,0.558143622307897,0.35,0.71,65.45789113076343,55.13546559069057,75.78031667083631,0.5480788491263634,0.34,0.71,0.0278652979339914
ERSP,180 - 300,25 - 35,Anterior-Frontal Right,-0.010473430091447942,0.03675671753435564,0.0058182328026873,-0.0,0.02,0.4432463790252477,0.21,0.63,-395.7598857010692,-333.8343609950702,-457.6854104070684,0.4418202400279192,0.21,0.63,0.027057323263341
ERSP,180 - 300,25 - 35,Centro-Parietal Left,0.0006656794869402092,0.0598080823832364,0.001601050766908,-0.01,0.01,0.7113916299519982,0.55,0.82,58.98730616257767,49.678472301593345,68.29614002356197,0.7135717537689459,0.56,0.82,0.0332059267496268
ERSP,180 - 300,25 - 35,Centro-Parietal Midline,0.002404582562064461,0.049256481589529354,-0.0044967047548976,-0.02,0.01,0.4579719929350769,0.22,0.64,-35.258842600813814,-29.804388035419656,-40.71329716620795,0.4597240500721731,0.23,0.64,0.0343012160316628
ERSP,180 - 300,25 - 35,Centro-Parietal Right,-0.008645447324252447,0.03554069468139671,0.0031615679150163,-0.01,0.01,0.4346484502612692,0.2,0.62,-17.23876237959241,-14.60708248736036,-19.870442271824448,0.4344728474774136,0.2,0.62,0.0262741937358595
ERSP,180 - 300,25 - 35,Fronto-Central Left,-0.0016836721106716567,0.045886658878603645,-0.0004937919607079,-0.01,0.01,0.6006807348264086,0.4,0.74,16.901674032594553,14.185388874064428,19.617959191124665,0.591014053196991,0.39,0.74,0.0319833400092676
ERSP,180 - 300,25 - 35,Fronto-Central Midline,-0.00294162520672725,0.05549824378948697,0.006786186821053,-0.0,0.02,0.7123712705802481,0.55,0.82,-138.83819985095306,-117.15844646786668,-160.51795323403945,0.6957934891168122,0.53,0.81,0.0306611724273425
ERSP,180 - 300,25 - 35,Fronto-Central Right,-0.008578925091116248,0.03484404468649118,0.0037518457642043,-0.0,0.01,0.5824779925170598,0.38,0.73,99.72596429308231,84.03557990747977,115.41634867868488,0.5814995408132859,0.38,0.73,0.0230046538688799
ERSP,180 - 300,25 - 35,Occipital Midline,-0.005658205438921445,0.02928857597042458,0.0045443500737555,-0.01,0.01,0.2974635173344216,0.04,0.52,58.946164992880576,49.64377573427428,68.24855425148692,0.2971719717434378,0.04,0.52,0.0267287757127482
ERSP,180 - 300,25 - 35,Parieto-Occipital Left,-0.003492073529978748,0.03993630775961209,0.0010648077227096,-0.01,0.01,0.6585943279091706,0.48,0.78,-182.95882557037467,-154.36774974499542,-211.54990139575415,0.6607480196726907,0.48,0.79,0.0260818246557041
ERSP,180 - 300,25 - 35,Parieto-Occipital Midline,-0.005574658416608193,0.035714213846946154,-0.0008873785737445,-0.01,0.01,0.2686930933613624,0.01,0.49,36.817489280100226,30.98147001462481,42.65350854557564,0.2719117245871436,0.01,0.5,0.0336095977738565
ERSP,180 - 300,25 - 35,Parieto-Occipital Right,-0.011299507883079136,0.031905420956625796,0.0017455490858268,-0.01,0.01,0.2677396253183347,0.01,0.49,-215.26725817136585,-181.61519348489145,-248.9193228578403,0.2670980112759918,0.01,0.49,0.0254326096704662
ERSP,180 - 300,25 - 35,Temporal Left,-0.006514539061454357,0.03425993333894007,0.0011476272068084,-0.01,0.01,0.5338247321965445,0.32,0.7,23723.35205422062,20007.113581465903,27439.59052697534,0.535075207845972,0.32,0.7,0.0256596437835171
ERSP,180 - 300,25 - 35,Temporal Right,-0.011671685160030932,0.028222750498719876,0.0047383275895855,-0.0,0.01,0.2557175026077732,-0.01,0.48,-436.53579193736897,-368.22288193751814,-504.8487019372197,0.2552771864305722,-0.0,0.48,0.0238069763351055
GERSP,180 - 300,25 - 35,Global,-0.006096949806811847,0.032632032465632066,0.002417284094003,-0.01,0.01,0.6185398459597998,0.43,0.76,125.65367063605288,105.90181305501297,145.40552821709275,0.621038812611344,0.43,0.76,0.0210828189873295
GITC,180 - 300,25 - 35,Global,0.09228987638551658,0.030683751265238455,0.0001179688717168,-0.01,0.01,0.8649245494358871,0.78,0.92,10.930956733191692,9.149960949983942,12.711952516399435,0.8335472428979358,0.73,0.9,0.0159768387785021
GRSP,180 - 300,25 - 35,Global,9.573231490595708,4.244885023714085,-0.1660056347313369,-0.82,0.49,0.7762416260142405,0.65,0.86,14.998188676724006,12.580077010615891,17.416300342832113,0.7745491100621048,0.65,0.86,1.719359688924443
ITC,180 - 300,25 - 35,Anterior-Frontal Left,0.09168261791518709,0.035425987202468374,-0.0045676995379479,-0.01,0.0,0.7468450781584738,0.6,0.84,19.153443379857265,16.08442741185103,22.2224593478635,0.7371903253787793,0.59,0.84,0.0235143161628782
ITC,180 - 300,25 - 35,Anterior-Frontal Midline,0.09522923091928465,0.03679424026773912,-0.0032102347808235,-0.01,0.0,0.8220796391006174,0.71,0.89,17.440222238399176,14.639575622153025,20.240868854645335,0.8202180659418433,0.71,0.89,0.01972716896395
ITC,180 - 300,25 - 35,Anterior-Frontal Right,0.0917236804706594,0.026027942416350532,-0.0017321986415649,-0.01,0.0,0.7483629058322112,0.61,0.84,14.548035784720556,12.200438798180942,16.89563277126017,0.7348422127407477,0.59,0.83,0.0171661172586806
ITC,180 - 300,25 - 35,Centro-Parietal Left,0.108828199650289,0.047618083407406205,-0.0049898125653819,-0.02,0.01,0.8116201075842476,0.7,0.89,16.115771126087093,13.522594566010444,18.70894768616374,0.7856161479339698,0.66,0.87,0.0271248105325882
ITC,180 - 300,25 - 35,Centro-Parietal Midline,0.0965247223724778,0.03603171951415971,-0.0044232924941113,-0.01,0.0,0.7203790125965213,0.57,0.83,17.038715880067006,14.300963655271945,19.776468104862072,0.6704070525343212,0.5,0.79,0.023054339200467
ITC,180 - 300,25 - 35,Centro-Parietal Right,0.08626808870539954,0.021827609106252616,0.0059369681788836,-0.0,0.01,0.6870876710923732,0.52,0.8,13.637980098659549,11.432939755056234,15.843020442262862,0.6750060516520816,0.5,0.8,0.0164710568712151
ITC,180 - 300,25 - 35,Fronto-Central Left,0.09374025951297904,0.04612829934748117,0.0007470552416997,-0.01,0.01,0.8207562551908522,0.71,0.89,18.39740731131873,15.44682141909842,21.347993203539044,0.7708638596762902,0.64,0.86,0.0281595881388293
ITC,180 - 300,25 - 35,Fronto-Central Midline,0.1027138078054765,0.05532987995651012,-5.782228255283373e-05,-0.01,0.01,0.8533278419232608,0.76,0.91,17.743548171630042,14.895386741269512,20.59170960199057,0.815436314336067,0.71,0.89,0.0288423813630148
ITC,180 - 300,25 - 35,Fronto-Central Right,0.09172208346328997,0.02998079149039305,-0.0003964708911306,-0.01,0.01,0.7828412547735264,0.66,0.87,14.740292976689132,12.362579657394065,17.11800629598419,0.7601789604077421,0.62,0.85,0.017106235356923
ITC,180 - 300,25 - 35,Occipital Midline,0.08442557625267458,0.03175989170356426,0.0071901110906,-0.0,0.02,0.6570589260435331,0.48,0.78,19.28179011037825,16.192669131969726,22.370911088786777,0.6396511934692778,0.46,0.77,0.0239795607799677
ITC,180 - 300,25 - 35,Parieto-Occipital Left,0.09660938882566204,0.04203552633176174,-0.0052202708473982,-0.02,0.01,0.7658726253529686,0.63,0.86,17.353111737474546,14.566110638493452,20.14011283645564,0.6867737452053225,0.52,0.8,0.0277713913324575
ITC,180 - 300,25 - 35,Parieto-Occipital Midline,0.09223991342818161,0.04014090023112221,-0.0038908035782472,-0.02,0.01,0.6910243114032438,0.52,0.81,17.871860664632617,15.003599587042364,20.740121742222872,0.5990417450705741,0.4,0.74,0.0297674989724711
ITC,180 - 300,25 - 35,Parieto-Occipital Right,0.08372185492068025,0.02596562802351106,0.0053143008085173,-0.0,0.01,0.5611629804687067,0.35,0.72,16.72853937611602,14.03937508038754,19.417703671844503,0.5266808246061628,0.31,0.69,0.019580608297359
ITC,180 - 300,25 - 35,Temporal Left,0.08749905036136914,0.030967499473917692,0.0015926086141269,-0.01,0.01,0.8407799346461375,0.74,0.9,13.300865876544249,11.148633149581238,15.45309860350725,0.8419122198804152,0.75,0.9,0.0175869733783578
ITC,180 - 300,25 - 35,Temporal Right,0.08413836110739893,0.02125542613740805,0.003213517024538,-0.0,0.01,0.415714325764186,0.17,0.61,16.545616609152088,13.885106445224997,19.206126773079184,0.4121563041708676,0.17,0.61,0.0199888605302503
RSP,180 - 300,25 - 35,Anterior-Frontal Left,10.499778202963377,5.167431450151732,-0.6492502580774431,-1.84,0.54,0.6181588290589739,0.43,0.76,21.335343729235618,17.924541655397537,24.746145803073695,0.61018974009753,0.42,0.75,3.1616098215338275
RSP,180 - 300,25 - 35,Anterior-Frontal Midline,9.556872313445501,4.615551421771963,-0.0491077689018541,-0.61,0.51,0.8713740818692659,0.79,0.92,14.367696338420885,12.048348816663744,16.68704386017802,0.8704193028626432,0.79,0.92,1.4748769016434364
RSP,180 - 300,25 - 35,Anterior-Frontal Right,10.33853018004187,4.865773072705669,0.0547480625748295,-0.65,0.76,0.8321860007523452,0.73,0.9,16.126552177217533,13.531686807895452,18.72141754653961,0.8287000910892155,0.73,0.9,1.8692746022440896
RSP,180 - 300,25 - 35,Centro-Parietal Left,9.307807323742292,4.155754611909081,-0.1712905152107605,-0.69,0.35,0.842303825580447,0.75,0.9,12.657666705820908,10.60618859851706,14.70914481312476,0.8427484917834912,0.75,0.9,1.3834143422178025
RSP,180 - 300,25 - 35,Centro-Parietal Midline,9.581816845775833,4.874826110695248,-0.4127441581425912,-1.04,0.21,0.8628594980465104,0.78,0.92,14.597525065332617,12.242175777682808,16.952874352982423,0.8597821856440673,0.77,0.91,1.6631932733199315
RSP,180 - 300,25 - 35,Centro-Parietal Right,10.211370806815557,4.6100720350506785,-0.2489631870524112,-0.9,0.41,0.8312394858962385,0.73,0.9,12.94568960827404,10.849093846422914,15.04228537012517,0.8279081954927179,0.72,0.89,1.7306343896995742
RSP,180 - 300,25 - 35,Fronto-Central Left,11.24007483761596,4.776914027295184,-0.4194902467848133,-1.33,0.49,0.6786241682837969,0.51,0.8,17.409469984081554,14.613640587490618,20.205299380672475,0.6575603146733737,0.48,0.78,2.4126533886422874
RSP,180 - 300,25 - 35,Fronto-Central Midline,10.273921504821185,4.585984921450055,0.1760447228726457,-0.52,0.87,0.8167965445968871,0.71,0.89,13.740547574996697,11.51944043973983,15.961654710253564,0.8178451598185673,0.71,0.89,1.8431691865556663
RSP,180 - 300,25 - 35,Fronto-Central Right,11.050819160915855,4.642462455057997,0.2786649580440514,-0.51,1.07,0.7637929171660416,0.63,0.85,14.75238968273908,12.37278146203141,17.131997903446756,0.7647890897319691,0.63,0.85,2.0846564614144607
RSP,180 - 300,25 - 35,Occipital Midline,10.064150770407684,4.794457366977927,0.244275287217134,-0.52,1.01,0.7272348742408442,0.58,0.83,18.340878382977778,15.399147524989438,21.282609240966117,0.729231821221799,0.58,0.83,2.022769042080604
RSP,180 - 300,25 - 35,Parieto-Occipital Left,8.362360468289571,4.031175795302613,-0.0307477163135922,-0.63,0.56,0.770040947528398,0.64,0.86,15.730248045128931,13.19746215898317,18.26303393127469,0.7730591831503097,0.64,0.86,1.567835887683241
RSP,180 - 300,25 - 35,Parieto-Occipital Midline,7.239670501415854,3.6453498081554407,0.064351491301262,-0.49,0.62,0.7823796962926357,0.66,0.87,16.084799212626265,13.496474280945458,18.673124144307067,0.7843157424124224,0.66,0.87,1.4570346932726412
RSP,180 - 300,25 - 35,Parieto-Occipital Right,8.176241079821084,4.125297139769702,-0.1285477926243944,-0.78,0.52,0.7555695763959647,0.62,0.85,16.182089617692853,13.578524526812302,18.78565470857341,0.7559054469287678,0.62,0.85,1.7194978635203202
RSP,180 - 300,25 - 35,Temporal Left,10.883953302373598,4.685115160888329,-0.3223669784130836,-1.23,0.58,0.5916819964454733,0.39,0.74,19.16295641520213,16.092450267634725,22.233462562769542,0.5857085686321548,0.39,0.73,2.3913074418593725
RSP,180 - 300,25 - 35,Temporal Right,10.695581481592829,4.3189629224782955,0.0801009758051387,-0.76,0.92,0.6047620265174855,0.41,0.75,16.970011649557257,14.243021672179582,19.69700162693493,0.6009698974099779,0.4,0.74,2.2221444350894552
ERSP,180 - 300,35 - 45,Anterior-Frontal Left,-0.01565182628237753,0.03311777848516295,0.0040626591321841,-0.01,0.01,0.4724112121734627,0.24,0.65,29.19364724107885,24.551872837765263,33.83542164439239,0.4725076389909939,0.24,0.65,0.0250784809565955
ERSP,180 - 300,35 - 45,Anterior-Frontal Midline,-0.015053056585481027,0.032688829712686635,0.0079364620899518,-0.0,0.02,0.3426999636845845,0.09,0.55,-4047.718944751525,-3413.7284007581807,-4681.70948874487,0.3365606687419168,0.09,0.55,0.0269122938972663
ERSP,180 - 300,35 - 45,Anterior-Frontal Right,-0.01666160601314289,0.03052286612029482,0.0058142134975353,-0.0,0.02,0.2750920774267233,0.02,0.5,250.75425036230664,211.40587913016216,290.10262159445114,0.2730316234417958,0.02,0.5,0.0247768056936324
ERSP,180 - 300,35 - 45,Centro-Parietal Left,-0.014029619034015957,0.0430073246626569,0.0028625962119662,-0.01,0.01,0.660837035343811,0.48,0.79,118.4813168838826,99.8529803010868,137.10965346667837,0.6633222630537235,0.49,0.79,0.0253530587928664
ERSP,180 - 300,35 - 45,Centro-Parietal Midline,-0.01068455594324749,0.036222928876582725,-0.0013174763480054,-0.01,0.01,0.4197248682106714,0.18,0.61,36.23247059498663,30.48809220498971,41.976848984983555,0.4237041374388573,0.18,0.62,0.0263038652006327
ERSP,180 - 300,35 - 45,Centro-Parietal Right,-0.014406217826804905,0.02682787192646048,0.0032760718276722,-0.0,0.01,0.4704602710621366,0.24,0.65,-42.296517359643914,-35.73963873046658,-48.85339598882124,0.4695158550440482,0.24,0.65,0.019720513670775
ERSP,180 - 300,35 - 45,Fronto-Central Left,-0.010018607129825635,0.034952391572674706,0.0023926105677737,-0.01,0.01,0.5336241965532131,0.32,0.7,-33.70278915289291,-28.49208423838572,-38.91349406740008,0.523351956692507,0.31,0.69,0.0258013702648361
ERSP,180 - 300,35 - 45,Fronto-Central Midline,-0.013266054076137337,0.0406958037583014,0.008408673697497,-0.0,0.02,0.5807566764697065,0.38,0.73,-96.54617699047832,-81.49130260580793,-111.60105137514871,0.5528509079326698,0.35,0.71,0.0269317740343548
ERSP,180 - 300,35 - 45,Fronto-Central Right,-0.015486106044636835,0.02702891547040181,0.0047598868985395,-0.0,0.01,0.4538481055418125,0.22,0.64,-31.419220768475004,-26.56622785751247,-36.27221367943755,0.4498840446713921,0.22,0.63,0.0193127303255444
ERSP,180 - 300,35 - 45,Occipital Midline,-0.013163658079019218,0.0250631106670218,0.0053667036836026,-0.0,0.01,0.0735494706532998,-0.19,0.33,10.479817624201347,8.769491007573178,12.190144240829492,0.0729917645841263,-0.19,0.32,0.0237815125068691
ERSP,180 - 300,35 - 45,Parieto-Occipital Left,-0.015455174570442428,0.031152366015994904,0.0046235302528283,-0.0,0.01,0.5906305171561749,0.39,0.74,-12.669703648044557,-10.753748830799395,-14.585658465289702,0.5733514436021548,0.37,0.72,0.0204199605344392
ERSP,180 - 300,35 - 45,Parieto-Occipital Midline,-0.016563571541825004,0.029290964732088257,0.0022593183485131,-0.01,0.01,0.1877470555153985,-0.08,0.43,62.3962890778447,52.553451454594914,72.23912670109456,0.1894916634529616,-0.08,0.43,0.0276240829718574
ERSP,180 - 300,35 - 45,Parieto-Occipital Right,-0.017061545560715118,0.023818275424085582,0.0031133879038942,-0.01,0.01,0.0853884848131674,-0.18,0.34,-112.23672231209622,-94.7239857315736,-129.74945889261892,0.0856780371654923,-0.18,0.34,0.0217723310259805
ERSP,180 - 300,35 - 45,Temporal Left,-0.013044951137475705,0.028688550479305783,0.0008584410668724,-0.01,0.01,0.3858614887096669,0.14,0.59,474.0395156173081,399.7143860181369,548.3646452164795,0.3828904535956311,0.14,0.58,0.0240261848477678
ERSP,180 - 300,35 - 45,Temporal Right,-0.01617834479944637,0.024960396048856047,0.0055408243088313,-0.0,0.01,0.2166218558708531,-0.05,0.45,96.52520896663418,81.33621031070483,111.71420762256348,0.2138646819281617,-0.04,0.45,0.0222564748512687
GERSP,180 - 300,35 - 45,Global,-0.01442392484663169,0.024713399355825404,0.0037971864358897,-0.0,0.01,0.5402498146538529,0.33,0.7,67.481931519725,56.84244801557662,78.12141502387334,0.5325555827664489,0.32,0.69,0.0169272291456449
GITC,180 - 300,35 - 45,Global,0.08337525006423749,0.02304546530220756,-0.0011709864776585,-0.01,0.0,0.890422878064633,0.82,0.93,8.387056966531203,7.004553073716689,9.769560859345718,0.8175140911072438,0.71,0.89,0.0122591530413886
GRSP,180 - 300,35 - 45,Global,4.764925064229945,3.0074568691801984,-0.0407717000018834,-0.57,0.48,0.5873119276114188,0.39,0.74,21.634125741159824,18.17652064060365,25.091730841716004,0.5849879586138271,0.38,0.73,1.3864400058649935
ITC,180 - 300,35 - 45,Anterior-Frontal Left,0.08329378405697423,0.025525421134847404,-0.0050169803426491,-0.01,0.0,0.8004327160876331,0.68,0.88,14.175488317776775,11.886249426280552,16.464727209273,0.7641165242792426,0.63,0.85,0.0148628913070741
ITC,180 - 300,35 - 45,Anterior-Frontal Midline,0.08375351343505621,0.028114597153940147,-0.0038663709810293,-0.01,0.0,0.814661836952621,0.7,0.89,14.333572040888956,12.01956995609048,16.647574125687438,0.7906980657526165,0.67,0.87,0.015586683166642
ITC,180 - 300,35 - 45,Anterior-Frontal Right,0.08257604151802808,0.020684510344946005,-0.0029088713561613,-0.01,0.0,0.700627055102703,0.54,0.81,13.911293900548372,11.663440025133538,16.15914777596321,0.6959908358116982,0.53,0.81,0.013441560078503
ITC,180 - 300,35 - 45,Centro-Parietal Left,0.09322405821956874,0.03508415371177936,-0.0024342955678836,-0.01,0.01,0.8255935981348547,0.72,0.89,12.58520736452814,10.545079727972716,14.62533500108356,0.7884898980706074,0.67,0.87,0.0201613748515923
ITC,180 - 300,35 - 45,Centro-Parietal Midline,0.08650378790084425,0.029664880870898892,-0.0024976520502278,-0.01,0.01,0.6299432581114868,0.44,0.76,17.083867396554115,14.339042364333665,19.82869242877456,0.540371798325381,0.33,0.7,0.0224407683008874
ITC,180 - 300,35 - 45,Centro-Parietal Right,0.08095472416103698,0.018465765686356404,0.0014177852555092,-0.0,0.01,0.6102155129802774,0.42,0.75,12.203017320950591,10.222758251133008,14.18327639076818,0.6068268987254704,0.41,0.75,0.0141296261424322
ITC,180 - 300,35 - 45,Fronto-Central Left,0.08443840098446694,0.03484197826042242,-0.000924254520506,-0.01,0.01,0.867469252431539,0.78,0.92,13.15026197530919,11.021620756978038,15.278903193640344,0.7608575377786392,0.62,0.85,0.0213364866887323
ITC,180 - 300,35 - 45,Fronto-Central Midline,0.0903919216058047,0.04252069494494829,-0.0019774201312338,-0.01,0.01,0.8812336967717709,0.81,0.93,13.772563047238435,11.546440814208204,15.998685280268669,0.7832134026184737,0.66,0.87,0.0240911528277774
ITC,180 - 300,35 - 45,Fronto-Central Right,0.08323076603981062,0.02209767561238962,-0.0011873756389718,-0.01,0.0,0.7276515413263144,0.58,0.83,12.369025473601544,10.36276187977026,14.375289067432826,0.6879969237944258,0.52,0.8,0.0143287826335178
ITC,180 - 300,35 - 45,Occipital Midline,0.07774505500463674,0.022515258722270993,0.0036351366825582,-0.0,0.01,0.6372826553100015,0.45,0.77,15.535654525835865,13.033350948929492,18.03795810274223,0.6102416806587729,0.42,0.75,0.0172153653594825
ITC,180 - 300,35 - 45,Parieto-Occipital Left,0.0857787096728337,0.031149945919018505,-0.0055778863425054,-0.01,0.0,0.7726499376928367,0.64,0.86,12.841480572800004,10.761208746383096,14.921752399216908,0.6636309054571672,0.49,0.79,0.0208528268480877
ITC,180 - 300,35 - 45,Parieto-Occipital Midline,0.08216717748425892,0.02996141175977551,-0.0048132583972239,-0.01,0.0,0.6713085644835869,0.5,0.79,15.487594429111727,12.992819277282116,17.98236958094134,0.5469426880568901,0.34,0.71,0.0237494179770024
ITC,180 - 300,35 - 45,Parieto-Occipital Right,0.07791293810989343,0.01908160171775216,0.0037052861859699,-0.0,0.01,0.5600050952717872,0.35,0.72,12.827977848909327,10.749821171068309,14.906134526750344,0.5092811410439322,0.29,0.68,0.0146181321482721
ITC,180 - 300,35 - 45,Temporal Left,0.0810560765634326,0.024256279575072814,0.0002346986451274,-0.0,0.0,0.869749041374212,0.79,0.92,11.404303797213627,9.549160058639778,13.259447535787483,0.8628936566655864,0.78,0.92,0.0119358044648599
ITC,180 - 300,35 - 45,Temporal Right,0.07775806376311167,0.01599801059360619,-0.0008533301437511,-0.01,0.0,0.3539778568331486,0.1,0.56,14.600358722670803,12.244565553746968,16.956151891594644,0.357550524951172,0.11,0.56,0.014441847438807
RSP,180 - 300,35 - 45,Anterior-Frontal Left,5.462833889260292,3.5959939152184557,-0.3501018642443689,-1.26,0.56,0.5172585695046076,0.3,0.69,29.25349417303407,24.60234498327585,33.9046433627923,0.5101588826999108,0.29,0.68,2.421553762562004
RSP,180 - 300,35 - 45,Anterior-Frontal Midline,4.791614522443158,2.9827505891118022,0.0048066246857183,-0.42,0.43,0.7740282494843362,0.64,0.86,20.250237350494267,17.009412921927183,23.491061779061344,0.7709692864713379,0.64,0.86,1.1208776117666035
RSP,180 - 300,35 - 45,Anterior-Frontal Right,5.660825810909221,4.532152601863601,0.1135016982838947,-0.4,0.63,0.8025497064146638,0.69,0.88,21.28348750935797,17.880808508354164,24.68616651036177,0.802255634042407,0.69,0.88,1.3596945792053046
RSP,180 - 300,35 - 45,Centro-Parietal Left,4.2987918963422675,2.897504767380078,0.0577919451479135,-0.41,0.53,0.6427407651943835,0.46,0.77,20.459878955971305,17.186214994665363,23.733542917277244,0.6455618285285981,0.46,0.78,1.2359249410764954
RSP,180 - 300,35 - 45,Centro-Parietal Midline,3.9209245780894397,2.2055528676225507,-0.1383936765446252,-0.48,0.21,0.7726705807574582,0.64,0.86,18.997082988784452,15.952560260896336,22.04160571667257,0.7737510700070406,0.64,0.86,0.9124621076727712
RSP,180 - 300,35 - 45,Centro-Parietal Right,4.584399288580007,2.784199085117626,-0.1762991720562001,-0.66,0.31,0.6860603587634868,0.52,0.8,19.324664515827298,16.22882743047903,22.42050160117557,0.6631715077114863,0.49,0.79,1.2762097237464909
RSP,180 - 300,35 - 45,Fronto-Central Left,5.7818788535363925,3.561975740318888,-0.3939255821959237,-1.15,0.37,0.51915635229843,0.3,0.69,23.654635545665776,19.880525533199243,27.4287455581323,0.4471356245766273,0.21,0.63,2.0196007142156973
RSP,180 - 300,35 - 45,Fronto-Central Midline,4.524812871030925,3.2167150653417615,0.2573189191173919,-0.15,0.66,0.6492459139622971,0.47,0.78,17.304741414479764,14.525317336300247,20.08416549265927,0.6457001188932423,0.47,0.77,1.0845673872293415
RSP,180 - 300,35 - 45,Fronto-Central Right,5.397009810578907,3.3793784688009407,0.3061943077189397,-0.3,0.91,0.5725869581663062,0.37,0.72,19.526943636892284,16.39942032302327,22.654466950761297,0.5697133691193978,0.37,0.72,1.6040126090306124
RSP,180 - 300,35 - 45,Occipital Midline,5.663817344243365,4.144318572664906,0.3606755420310739,-0.37,1.09,0.6492943218385812,0.47,0.78,26.98282248899226,22.687365085402185,31.27827989258234,0.6441598593524931,0.46,0.77,1.941672247498976
RSP,180 - 300,35 - 45,Parieto-Occipital Left,4.005094459337633,2.82996834510837,0.0986998165792712,-0.4,0.6,0.5708316682583304,0.36,0.72,24.57257364819908,20.654672243266383,28.49047505313177,0.5565003494077801,0.35,0.71,1.312548551126851
RSP,180 - 300,35 - 45,Parieto-Occipital Midline,3.149870248998731,2.12195122877852,0.186410312525802,-0.22,0.59,0.6620515810600973,0.49,0.79,23.342208030985255,19.617038559560303,27.067377502410206,0.646358317094359,0.47,0.78,1.073269832370612
RSP,180 - 300,35 - 45,Parieto-Occipital Right,3.943233858594061,2.831682734352877,0.0922720965232947,-0.49,0.67,0.5120721050688308,0.29,0.68,25.19224227555208,21.17727221800677,29.207212333097388,0.5159617320074059,0.3,0.68,1.5393701011208123
RSP,180 - 300,35 - 45,Temporal Left,6.0772084765962076,3.6799183086917853,-0.2411198629599862,-1.03,0.55,0.4094718135665767,0.17,0.61,28.704433986663307,24.13929291502122,33.26957505830539,0.402269319760165,0.16,0.6,2.0993054777943145
